ps,n,time,total_cells,active_cells,stem_cells,active_stem_cells
0.1,5,3,8.0,8.0,2.0,2.0
0.1,5,4,16.0,16.0,2.0,2.0
0.1,5,5,32.0,32.0,2.0,2.0
0.1,5,6,61.0,58.0,2.0,2.0
0.1,5,7,111.0,100.0,2.0,2.0
0.1,5,8,186.0,150.0,2.0,2.0
0.1,5,9,298.0,224.0,2.0,2.0
0.1,5,10,449.0,302.0,2.0,2.0
0.1,5,11,649.0,400.0,2.0,2.0
0.1,5,12,904.0,510.0,3.0,3.0
0.1,5,13,1227.0,646.0,3.0,2.0
0.1,5,14,1623.0,792.0,3.0,1.0
0.1,5,15,2110.0,974.0,3.0,0.0
0.1,5,16,2702.0,1184.0,3.0,0.0
0.1,5,17,3388.0,1372.0,3.0,0.0
0.1,5,18,4179.0,1582.0,3.0,0.0
0.1,5,19,5087.0,1816.0,3.0,0.0
0.1,5,20,6155.0,2136.0,3.0,0.0
0.1,5,21,7364.0,2418.0,3.0,0.0
0.1,5,22,8705.0,2682.0,3.0,0.0
0.1,5,23,10198.0,2986.0,3.0,0.0
0.1,5,24,11867.0,3338.0,3.0,0.0
0.1,5,25,13714.0,3694.0,3.0,0.0
0.1,5,26,15747.0,4066.0,3.0,0.0
0.1,5,27,17967.0,4440.0,3.0,0.0
0.1,5,28,20377.0,4820.0,3.0,0.0
0.1,5,29,23009.0,5264.0,3.0,0.0
0.1,5,30,25872.0,5726.0,3.0,0.0
0.1,5,31,28955.0,6166.0,3.0,0.0
0.1,5,32,32279.0,6648.0,3.0,0.0
0.1,5,33,35884.0,7210.0,3.0,0.0
0.1,5,34,39705.0,7642.0,3.0,0.0
0.1,5,35,43808.0,8206.0,3.0,0.0
0.1,5,36,48216.0,8816.0,3.0,0.0
0.1,5,37,52922.0,9412.0,3.0,0.0
0.1,5,38,57907.0,9970.0,3.0,0.0
0.1,5,39,63210.0,10606.0,3.0,0.0
0.1,5,40,68836.0,11252.0,3.0,0.0
0.1,5,41,74772.0,11872.0,3.0,0.0
0.1,5,42,81030.0,12516.0,3.0,0.0
0.1,5,43,87660.0,13260.0,3.0,0.0
0.1,5,44,94679.0,14038.0,3.0,0.0
0.1,5,45,102000.0,14642.0,3.0,0.0
0.1,5,46,109728.0,15456.0,3.0,0.0
0.1,5,47,117834.0,16212.0,3.0,0.0
0.1,5,48,126317.0,16966.0,3.0,0.0
0.1,5,49,135214.0,17794.0,3.0,0.0
0.1,5,50,144564.0,18700.0,3.0,0.0
0.1,5,51,154313.0,19498.0,3.0,0.0
0.1,5,52,164453.0,20280.0,3.0,0.0
0.1,5,53,175082.0,21258.0,3.0,0.0
0.1,5,54,186189.0,22214.0,3.0,0.0
0.1,5,55,197722.0,23066.0,3.0,0.0
0.1,5,56,209721.0,23998.0,3.0,0.0
0.1,5,57,222203.0,24964.0,3.0,0.0
0.1,5,58,235219.0,26032.0,3.0,0.0
0.1,5,59,248673.0,26908.0,3.0,0.0
0.9,4,1,2.0,2.0,2.0,2.0
0.9,4,2,4.0,4.0,4.0,4.0
0.9,4,3,8.0,8.0,8.0,8.0
0.9,4,4,16.0,16.0,16.0,16.0
0.9,4,5,32.0,32.0,31.0,31.0
0.9,4,6,62.0,60.0,58.0,56.0
0.9,4,7,111.0,98.0,101.0,89.0
0.9,4,8,186.0,150.0,161.0,129.0
0.9,4,9,293.0,214.0,243.0,174.0
0.9,4,10,449.0,312.0,359.0,243.0
0.9,4,11,644.0,390.0,497.0,285.0
0.9,4,12,884.0,480.0,653.0,331.0
0.9,4,13,1210.0,652.0,846.0,410.0
0.9,4,14,1606.0,792.0,1059.0,461.0
0.9,4,15,2099.0,986.0,1313.0,547.0
0.9,4,16,2679.0,1160.0,1601.0,607.0
0.9,4,17,3342.0,1326.0,1928.0,683.0
0.9,4,18,4120.0,1556.0,2307.0,790.0
0.9,4,19,5017.0,1794.0,2714.0,863.0
0.9,4,20,6054.0,2074.0,3168.0,971.0
0.9,4,21,7242.0,2376.0,3673.0,1058.0
0.9,4,22,8557.0,2630.0,4196.0,1110.0
0.9,4,23,10018.0,2922.0,4737.0,1149.0
0.9,4,24,11643.0,3250.0,5307.0,1201.0
0.9,4,25,13446.0,3606.0,5924.0,1297.0
0.9,4,26,15413.0,3934.0,6573.0,1369.0
0.9,4,27,17604.0,4382.0,7241.0,1419.0
0.9,4,28,20021.0,4834.0,7971.0,1519.0
0.9,4,29,22599.0,5156.0,8727.0,1590.0
0.9,4,30,25414.0,5630.0,9513.0,1670.0
0.9,4,31,28443.0,6058.0,10298.0,1660.0
0.9,4,32,31724.0,6562.0,11106.0,1701.0
0.9,4,33,35265.0,7082.0,11925.0,1725.0
0.9,4,34,39076.0,7622.0,12767.0,1782.0
0.9,4,35,43145.0,8138.0,13604.0,1753.0
0.9,4,36,47493.0,8696.0,14448.0,1788.0
0.9,4,37,52105.0,9224.0,15298.0,1799.0
0.9,4,38,57054.0,9898.0,16193.0,1886.0
0.9,4,39,62301.0,10494.0,17078.0,1886.0
0.9,4,40,67853.0,11104.0,17982.0,1918.0
0.9,4,41,73738.0,11770.0,18911.0,1945.0
0.9,4,42,79949.0,12422.0,19848.0,1968.0
0.9,4,43,86517.0,13136.0,20804.0,2011.0
0.9,4,44,93438.0,13842.0,21754.0,2013.0
0.9,4,45,100709.0,14542.0,22703.0,2019.0
0.9,4,46,108376.0,15334.0,23671.0,2038.0
0.9,4,47,116455.0,16158.0,24666.0,2086.0
0.9,4,48,124888.0,16866.0,25635.0,2037.0
0.9,4,49,133717.0,17658.0,26569.0,1977.0
0.9,4,50,142995.0,18556.0,27497.0,1973.0
0.9,4,51,152667.0,19344.0,28447.0,2002.0
0.9,4,52,162807.0,20280.0,29391.0,1998.0
0.9,4,53,173320.0,21026.0,30325.0,1987.0
0.9,4,54,184309.0,21978.0,31252.0,1954.0
0.9,4,55,195792.0,22966.0,32145.0,1898.0
0.9,4,56,207766.0,23948.0,33060.0,1941.0
0.9,4,57,220166.0,24800.0,33983.0,1939.0
0.9,4,58,233165.0,25998.0,34891.0,1926.0
0.9,4,59,246598.0,26866.0,35808.0,1928.0
0.9,4,60,260496.0,27796.0,36722.0,1925.0
0.7,9,1,2.0,2.0,2.0,2.0
0.7,9,2,4.0,4.0,4.0,4.0
0.7,9,3,8.0,8.0,7.0,7.0
0.7,9,4,16.0,16.0,11.0,11.0
0.7,9,5,32.0,32.0,19.0,19.0
0.7,9,6,62.0,60.0,29.0,28.0
0.7,9,7,114.0,104.0,49.0,44.0
0.7,9,8,193.0,158.0,75.0,61.0
0.7,9,9,305.0,224.0,109.0,79.0
0.7,9,10,459.0,308.0,148.0,92.0
0.7,9,11,655.0,392.0,191.0,102.0
0.7,9,12,915.0,520.0,248.0,127.0
0.7,9,13,1244.0,658.0,307.0,141.0
0.7,9,14,1649.0,810.0,370.0,154.0
0.7,9,15,2132.0,966.0,436.0,156.0
0.7,9,16,2720.0,1176.0,507.0,170.0
0.7,9,17,3401.0,1362.0,575.0,171.0
0.7,9,18,4189.0,1576.0,638.0,153.0
0.7,9,19,5086.0,1794.0,707.0,162.0
0.7,9,20,6133.0,2094.0,771.0,159.0
0.7,9,21,7322.0,2378.0,829.0,143.0
0.7,9,22,8649.0,2654.0,885.0,133.0
0.7,9,23,10136.0,2974.0,944.0,144.0
0.7,9,24,11788.0,3304.0,996.0,130.0
0.7,9,25,13611.0,3646.0,1052.0,133.0
0.7,9,26,15627.0,4032.0,1097.0,110.0
0.7,9,27,17847.0,4440.0,1154.0,124.0
0.7,9,28,20252.0,4810.0,1209.0,124.0
0.7,9,29,22867.0,5230.0,1253.0,109.0
0.7,9,30,25721.0,5708.0,1288.0,89.0
0.7,9,31,28817.0,6192.0,1320.0,80.0
0.7,9,32,32116.0,6598.0,1348.0,69.0
0.7,9,33,35679.0,7126.0,1377.0,71.0
0.7,9,34,39559.0,7760.0,1401.0,63.0
0.7,9,35,43677.0,8236.0,1422.0,50.0
0.7,9,36,48069.0,8784.0,1438.0,43.0
0.7,9,37,52748.0,9358.0,1460.0,47.0
0.7,9,38,57744.0,9992.0,1478.0,44.0
0.7,9,39,63016.0,10544.0,1497.0,44.0
0.7,9,40,68633.0,11234.0,1511.0,36.0
0.7,9,41,74539.0,11812.0,1521.0,25.0
0.7,9,42,80795.0,12512.0,1529.0,23.0
0.7,9,43,87385.0,13180.0,1540.0,25.0
0.7,9,44,94344.0,13918.0,1548.0,21.0
0.7,9,45,101656.0,14624.0,1559.0,23.0
0.7,9,46,109339.0,15366.0,1569.0,23.0
0.7,9,47,117444.0,16210.0,1577.0,21.0
0.7,9,48,125913.0,16938.0,1584.0,18.0
0.7,9,49,134772.0,17718.0,1587.0,9.0
0.7,9,50,144079.0,18614.0,1590.0,6.0
0.7,9,51,153844.0,19530.0,1591.0,3.0
0.7,9,52,164067.0,20446.0,1592.0,3.0
0.7,9,53,174738.0,21342.0,1592.0,0.0
0.7,9,54,185800.0,22124.0,1592.0,0.0
0.7,9,55,197350.0,23100.0,1592.0,0.0
0.7,9,56,209352.0,24004.0,1592.0,0.0
0.7,9,57,221778.0,24852.0,1592.0,0.0
0.7,9,58,234766.0,25976.0,1592.0,0.0
0.7,9,59,248238.0,26944.0,1592.0,0.0
0.5,4,1,2.0,2.0,1.0,1.0
0.5,4,2,4.0,4.0,1.0,1.0
0.5,4,3,8.0,8.0,2.0,2.0
0.5,4,4,16.0,16.0,4.0,4.0
0.5,4,5,31.0,30.0,7.0,7.0
0.5,4,6,59.0,56.0,12.0,11.0
0.5,4,7,106.0,94.0,15.0,14.0
0.5,4,8,179.0,146.0,19.0,16.0
0.5,4,9,285.0,212.0,26.0,19.0
0.5,4,10,434.0,298.0,32.0,20.0
0.5,4,11,629.0,390.0,38.0,22.0
0.5,4,12,890.0,522.0,47.0,24.0
0.5,4,13,1215.0,650.0,53.0,18.0
0.5,4,14,1600.0,770.0,60.0,18.0
0.5,4,15,2074.0,948.0,65.0,15.0
0.5,4,16,2637.0,1126.0,71.0,15.0
0.5,4,17,3308.0,1342.0,74.0,12.0
0.5,4,18,4079.0,1542.0,78.0,10.0
0.5,4,19,4959.0,1760.0,81.0,9.0
0.5,4,20,5994.0,2070.0,82.0,9.0
0.5,4,21,7167.0,2346.0,84.0,5.0
0.5,4,22,8485.0,2636.0,85.0,2.0
0.5,4,23,9934.0,2898.0,86.0,3.0
0.5,4,24,11556.0,3244.0,88.0,5.0
0.5,4,25,13345.0,3578.0,89.0,4.0
0.5,4,26,15314.0,3938.0,91.0,5.0
0.5,4,27,17499.0,4370.0,93.0,5.0
0.5,4,28,19885.0,4772.0,93.0,3.0
0.5,4,29,22460.0,5150.0,93.0,1.0
0.5,4,30,25263.0,5606.0,93.0,0.0
0.5,4,31,28306.0,6086.0,93.0,0.0
0.5,4,32,31578.0,6544.0,93.0,0.0
0.5,4,33,35100.0,7044.0,93.0,0.0
0.5,4,34,38880.0,7560.0,93.0,0.0
0.5,4,35,42954.0,8148.0,93.0,0.0
0.5,4,36,47306.0,8704.0,93.0,0.0
0.5,4,37,51963.0,9314.0,93.0,0.0
0.5,4,38,56859.0,9792.0,93.0,0.0
0.5,4,39,62064.0,10410.0,93.0,0.0
0.5,4,40,67643.0,11158.0,93.0,0.0
0.5,4,41,73505.0,11724.0,93.0,0.0
0.5,4,42,79685.0,12360.0,93.0,0.0
0.5,4,43,86234.0,13098.0,93.0,0.0
0.5,4,44,93121.0,13774.0,93.0,0.0
0.5,4,45,100404.0,14566.0,93.0,0.0
0.5,4,46,108041.0,15274.0,93.0,0.0
0.5,4,47,116021.0,15960.0,93.0,0.0
0.5,4,48,124434.0,16826.0,93.0,0.0
0.5,4,49,133207.0,17546.0,93.0,0.0
0.5,4,50,142451.0,18488.0,93.0,0.0
0.5,4,51,152091.0,19280.0,93.0,0.0
0.5,4,52,162178.0,20174.0,93.0,0.0
0.5,4,53,172723.0,21090.0,93.0,0.0
0.5,4,54,183775.0,22104.0,93.0,0.0
0.5,4,55,195215.0,22880.0,93.0,0.0
0.5,4,56,207043.0,23656.0,93.0,0.0
0.5,4,57,219441.0,24796.0,93.0,0.0
0.5,4,58,232298.0,25714.0,93.0,0.0
0.5,4,59,245697.0,26798.0,93.0,0.0
0.5,4,60,259564.0,27734.0,93.0,0.0
0.1,1,1,2.0,2.0,1.0,1.0
0.1,1,2,4.0,4.0,1.0,1.0
0.1,1,3,8.0,8.0,2.0,2.0
0.1,1,4,16.0,16.0,2.0,2.0
0.1,1,5,32.0,32.0,2.0,2.0
0.1,1,6,63.0,62.0,2.0,2.0
0.1,1,7,115.0,104.0,2.0,2.0
0.1,1,8,191.0,152.0,2.0,2.0
0.1,1,9,298.0,214.0,2.0,2.0
0.1,1,10,449.0,302.0,2.0,2.0
0.1,1,11,648.0,398.0,2.0,2.0
0.1,1,12,904.0,512.0,3.0,3.0
0.1,1,13,1229.0,650.0,3.0,3.0
0.1,1,14,1635.0,812.0,4.0,3.0
0.1,1,15,2119.0,968.0,5.0,3.0
0.1,1,16,2693.0,1148.0,5.0,2.0
0.1,1,17,3371.0,1356.0,5.0,1.0
0.1,1,18,4162.0,1582.0,6.0,2.0
0.1,1,19,5075.0,1826.0,6.0,0.0
0.1,1,20,6099.0,2048.0,6.0,0.0
0.1,1,21,7276.0,2354.0,6.0,0.0
0.1,1,22,8616.0,2680.0,6.0,0.0
0.1,1,23,10098.0,2964.0,6.0,0.0
0.1,1,24,11765.0,3334.0,6.0,0.0
0.1,1,25,13618.0,3706.0,6.0,0.0
0.1,1,26,15628.0,4020.0,6.0,0.0
0.1,1,27,17835.0,4414.0,6.0,0.0
0.1,1,28,20289.0,4908.0,6.0,0.0
0.1,1,29,22927.0,5276.0,6.0,0.0
0.1,1,30,25790.0,5726.0,6.0,0.0
0.1,1,31,28888.0,6196.0,6.0,0.0
0.1,1,32,32189.0,6602.0,6.0,0.0
0.1,1,33,35770.0,7162.0,6.0,0.0
0.1,1,34,39645.0,7750.0,6.0,0.0
0.1,1,35,43732.0,8174.0,6.0,0.0
0.1,1,36,48102.0,8740.0,6.0,0.0
0.1,1,37,52772.0,9340.0,6.0,0.0
0.1,1,38,57748.0,9952.0,6.0,0.0
0.1,1,39,63026.0,10556.0,6.0,0.0
0.1,1,40,68585.0,11118.0,6.0,0.0
0.1,1,41,74493.0,11816.0,6.0,0.0
0.1,1,42,80770.0,12554.0,6.0,0.0
0.1,1,43,87377.0,13214.0,6.0,0.0
0.1,1,44,94387.0,14020.0,6.0,0.0
0.1,1,45,101746.0,14718.0,6.0,0.0
0.1,1,46,109507.0,15522.0,6.0,0.0
0.1,1,47,117648.0,16282.0,6.0,0.0
0.1,1,48,126180.0,17064.0,6.0,0.0
0.1,1,49,135056.0,17752.0,6.0,0.0
0.1,1,50,144372.0,18632.0,6.0,0.0
0.1,1,51,154070.0,19396.0,6.0,0.0
0.1,1,52,164262.0,20384.0,6.0,0.0
0.1,1,53,174912.0,21300.0,6.0,0.0
0.1,1,54,185934.0,22044.0,6.0,0.0
0.1,1,55,197435.0,23002.0,6.0,0.0
0.1,1,56,209467.0,24064.0,6.0,0.0
0.1,1,57,221984.0,25034.0,6.0,0.0
0.1,1,58,234886.0,25804.0,6.0,0.0
0.1,1,59,248354.0,26936.0,6.0,0.0
0.1,1,60,262363.0,28018.0,6.0,0.0
0.9,1,1,2.0,2.0,2.0,2.0
0.9,1,2,4.0,4.0,4.0,4.0
0.9,1,3,8.0,8.0,8.0,8.0
0.9,1,4,16.0,16.0,16.0,16.0
0.9,1,5,32.0,32.0,31.0,31.0
0.9,1,6,60.0,56.0,56.0,52.0
0.9,1,7,111.0,102.0,101.0,92.0
0.9,1,8,186.0,150.0,159.0,125.0
0.9,1,9,296.0,220.0,241.0,174.0
0.9,1,10,450.0,308.0,354.0,236.0
0.9,1,11,659.0,418.0,505.0,314.0
0.9,1,12,923.0,528.0,678.0,370.0
0.9,1,13,1257.0,668.0,884.0,439.0
0.9,1,14,1668.0,822.0,1130.0,525.0
0.9,1,15,2161.0,986.0,1409.0,592.0
0.9,1,16,2740.0,1158.0,1716.0,645.0
0.9,1,17,3431.0,1382.0,2069.0,738.0
0.9,1,18,4227.0,1592.0,2437.0,786.0
0.9,1,19,5151.0,1848.0,2854.0,879.0
0.9,1,20,6200.0,2098.0,3298.0,951.0
0.9,1,21,7376.0,2352.0,3782.0,1019.0
0.9,1,22,8713.0,2674.0,4318.0,1141.0
0.9,1,23,10205.0,2984.0,4881.0,1194.0
0.9,1,24,11847.0,3284.0,5472.0,1242.0
0.9,1,25,13685.0,3676.0,6097.0,1315.0
0.9,1,26,15699.0,4028.0,6739.0,1348.0
0.9,1,27,17897.0,4396.0,7421.0,1435.0
0.9,1,28,20301.0,4808.0,8113.0,1459.0
0.9,1,29,22922.0,5242.0,8808.0,1481.0
0.9,1,30,25777.0,5710.0,9521.0,1516.0
0.9,1,31,28862.0,6170.0,10248.0,1531.0
0.9,1,32,32196.0,6668.0,11000.0,1572.0
0.9,1,33,35759.0,7126.0,11750.0,1571.0
0.9,1,34,39623.0,7728.0,12515.0,1637.0
0.9,1,35,43724.0,8202.0,13299.0,1653.0
0.9,1,36,48110.0,8772.0,14112.0,1722.0
0.9,1,37,52801.0,9382.0,14952.0,1746.0
0.9,1,38,57775.0,9948.0,15796.0,1784.0
0.9,1,39,63050.0,10550.0,16650.0,1808.0
0.9,1,40,68665.0,11230.0,17495.0,1796.0
0.9,1,41,74609.0,11888.0,18365.0,1834.0
0.9,1,42,80838.0,12458.0,19230.0,1820.0
0.9,1,43,87439.0,13202.0,20101.0,1838.0
0.9,1,44,94433.0,13988.0,20981.0,1861.0
0.9,1,45,101706.0,14546.0,21847.0,1826.0
0.9,1,46,109445.0,15478.0,22749.0,1909.0
0.9,1,47,117611.0,16332.0,23646.0,1881.0
0.9,1,48,126115.0,17008.0,24545.0,1893.0
0.9,1,49,135031.0,17832.0,25434.0,1861.0
0.9,1,50,144370.0,18678.0,26304.0,1851.0
0.9,1,51,154083.0,19426.0,27174.0,1844.0
0.9,1,52,164287.0,20408.0,28050.0,1835.0
0.9,1,53,174955.0,21336.0,28904.0,1800.0
0.9,1,54,186055.0,22200.0,29774.0,1831.0
0.9,1,55,197568.0,23026.0,30606.0,1756.0
0.9,1,56,209542.0,23948.0,31436.0,1753.0
0.9,1,57,222062.0,25040.0,32243.0,1724.0
0.9,1,58,235074.0,26024.0,33083.0,1760.0
0.9,1,59,248595.0,27042.0,33893.0,1720.0
0.9,1,60,262598.0,28006.0,34703.0,1705.0
0.9,5,1,2.0,2.0,2.0,2.0
0.9,5,2,4.0,4.0,4.0,4.0
0.9,5,3,8.0,8.0,8.0,8.0
0.9,5,4,16.0,16.0,16.0,16.0
0.9,5,5,32.0,32.0,31.0,31.0
0.9,5,6,62.0,60.0,58.0,56.0
0.9,5,7,114.0,104.0,103.0,93.0
0.9,5,8,189.0,150.0,163.0,127.0
0.9,5,9,300.0,222.0,244.0,174.0
0.9,5,10,455.0,310.0,358.0,236.0
0.9,5,11,651.0,392.0,497.0,288.0
0.9,5,12,909.0,516.0,667.0,360.0
0.9,5,13,1229.0,640.0,871.0,437.0
0.9,5,14,1635.0,812.0,1106.0,513.0
0.9,5,15,2128.0,986.0,1377.0,573.0
0.9,5,16,2697.0,1138.0,1676.0,631.0
0.9,5,17,3370.0,1346.0,2027.0,735.0
0.9,5,18,4151.0,1562.0,2407.0,810.0
0.9,5,19,5047.0,1792.0,2826.0,882.0
0.9,5,20,6099.0,2104.0,3289.0,982.0
0.9,5,21,7264.0,2330.0,3780.0,1037.0
0.9,5,22,8588.0,2648.0,4301.0,1115.0
0.9,5,23,10067.0,2958.0,4838.0,1145.0
0.9,5,24,11705.0,3276.0,5393.0,1183.0
0.9,5,25,13542.0,3674.0,5998.0,1269.0
0.9,5,26,15555.0,4026.0,6640.0,1350.0
0.9,5,27,17757.0,4404.0,7325.0,1434.0
0.9,5,28,20147.0,4780.0,7999.0,1420.0
0.9,5,29,22749.0,5204.0,8707.0,1502.0
0.9,5,30,25601.0,5704.0,9441.0,1543.0
0.9,5,31,28712.0,6222.0,10206.0,1613.0
0.9,5,32,32035.0,6646.0,10987.0,1641.0
0.9,5,33,35588.0,7106.0,11774.0,1665.0
0.9,5,34,39389.0,7602.0,12563.0,1663.0
0.9,5,35,43499.0,8220.0,13346.0,1656.0
0.9,5,36,47871.0,8744.0,14131.0,1683.0
0.9,5,37,52570.0,9398.0,14947.0,1722.0
0.9,5,38,57535.0,9930.0,15775.0,1747.0
0.9,5,39,62778.0,10486.0,16602.0,1751.0
0.9,5,40,68371.0,11186.0,17440.0,1763.0
0.9,5,41,74276.0,11810.0,18264.0,1740.0
0.9,5,42,80482.0,12412.0,19089.0,1739.0
0.9,5,43,87078.0,13192.0,19918.0,1755.0
0.9,5,44,94028.0,13900.0,20717.0,1695.0
0.9,5,45,101307.0,14558.0,21533.0,1707.0
0.9,5,46,109013.0,15412.0,22350.0,1732.0
0.9,5,47,117120.0,16214.0,23167.0,1719.0
0.9,5,48,125608.0,16976.0,23958.0,1679.0
0.9,5,49,134444.0,17672.0,24760.0,1674.0
0.9,5,50,143766.0,18644.0,25555.0,1663.0
0.9,5,51,153480.0,19428.0,26371.0,1710.0
0.9,5,52,163527.0,20094.0,27161.0,1666.0
0.9,5,53,174126.0,21198.0,27941.0,1647.0
0.9,5,54,185173.0,22094.0,28678.0,1558.0
0.9,5,55,196676.0,23006.0,29419.0,1572.0
0.9,5,56,208652.0,23952.0,30156.0,1560.0
0.9,5,57,221140.0,24976.0,30870.0,1517.0
0.9,5,58,234059.0,25838.0,31592.0,1517.0
0.9,5,59,247534.0,26950.0,32301.0,1500.0
0.9,5,60,261503.0,27938.0,33003.0,1475.0
0.7,1,1,2.0,2.0,2.0,2.0
0.7,1,2,4.0,4.0,4.0,4.0
0.7,1,3,8.0,8.0,7.0,7.0
0.7,1,4,16.0,16.0,11.0,11.0
0.7,1,5,32.0,32.0,19.0,19.0
0.7,1,6,63.0,62.0,30.0,30.0
0.7,1,7,115.0,104.0,51.0,47.0
0.7,1,8,192.0,154.0,78.0,62.0
0.7,1,9,304.0,224.0,111.0,78.0
0.7,1,10,460.0,312.0,152.0,97.0
0.7,1,11,660.0,400.0,196.0,108.0
0.7,1,12,924.0,528.0,254.0,132.0
0.7,1,13,1266.0,684.0,312.0,145.0
0.7,1,14,1676.0,820.0,377.0,157.0
0.7,1,15,2157.0,962.0,439.0,151.0
0.7,1,16,2752.0,1190.0,508.0,164.0
0.7,1,17,3448.0,1392.0,571.0,152.0
0.7,1,18,4244.0,1592.0,629.0,139.0
0.7,1,19,5174.0,1860.0,688.0,138.0
0.7,1,20,6227.0,2106.0,743.0,128.0
0.7,1,21,7409.0,2364.0,795.0,124.0
0.7,1,22,8752.0,2686.0,844.0,120.0
0.7,1,23,10260.0,3016.0,887.0,104.0
0.7,1,24,11939.0,3358.0,929.0,103.0
0.7,1,25,13796.0,3714.0,969.0,98.0
0.7,1,26,15836.0,4080.0,1010.0,94.0
0.7,1,27,18057.0,4442.0,1049.0,97.0
0.7,1,28,20490.0,4866.0,1092.0,97.0
0.7,1,29,23144.0,5308.0,1129.0,87.0
0.7,1,30,26015.0,5742.0,1156.0,69.0
0.7,1,31,29140.0,6250.0,1179.0,61.0
0.7,1,32,32493.0,6706.0,1211.0,69.0
0.7,1,33,36097.0,7208.0,1244.0,78.0
0.7,1,34,39979.0,7764.0,1276.0,74.0
0.7,1,35,44136.0,8314.0,1304.0,70.0
0.7,1,36,48562.0,8852.0,1329.0,62.0
0.7,1,37,53289.0,9454.0,1346.0,47.0
0.7,1,38,58304.0,10030.0,1365.0,43.0
0.7,1,39,63626.0,10644.0,1382.0,40.0
0.7,1,40,69289.0,11326.0,1400.0,40.0
0.7,1,41,75268.0,11958.0,1415.0,42.0
0.7,1,42,81569.0,12602.0,1432.0,38.0
0.7,1,43,88246.0,13354.0,1448.0,35.0
0.7,1,44,95243.0,13994.0,1461.0,32.0
0.7,1,45,102629.0,14772.0,1474.0,29.0
0.7,1,46,110415.0,15572.0,1483.0,24.0
0.7,1,47,118551.0,16272.0,1494.0,26.0
0.7,1,48,127110.0,17118.0,1502.0,23.0
0.7,1,49,136073.0,17926.0,1512.0,22.0
0.7,1,50,145432.0,18718.0,1521.0,21.0
0.7,1,51,155228.0,19592.0,1529.0,20.0
0.7,1,52,165528.0,20600.0,1536.0,17.0
0.7,1,53,176205.0,21354.0,1543.0,17.0
0.7,1,54,187341.0,22272.0,1551.0,18.0
0.7,1,55,198901.0,23120.0,1559.0,19.0
0.7,1,56,210884.0,23966.0,1563.0,10.0
0.7,1,57,223450.0,25132.0,1567.0,9.0
0.7,1,58,236469.0,26038.0,1570.0,8.0
0.7,1,59,250020.0,27102.0,1573.0,8.0
0.7,1,60,264137.0,28234.0,1577.0,11.0
0.62,5,1,2.0,2.0,2.0,2.0
0.62,5,2,4.0,4.0,2.0,2.0
0.62,5,3,8.0,8.0,4.0,4.0
0.62,5,4,16.0,16.0,5.0,5.0
0.62,5,5,32.0,32.0,7.0,7.0
0.62,5,6,60.0,56.0,9.0,9.0
0.62,5,7,110.0,100.0,14.0,12.0
0.62,5,8,190.0,160.0,21.0,17.0
0.62,5,9,302.0,224.0,29.0,18.0
0.62,5,10,456.0,308.0,37.0,21.0
0.62,5,11,666.0,420.0,46.0,23.0
0.62,5,12,933.0,534.0,54.0,22.0
0.62,5,13,1267.0,668.0,62.0,24.0
0.62,5,14,1677.0,820.0,74.0,25.0
0.62,5,15,2177.0,1000.0,86.0,29.0
0.62,5,16,2771.0,1188.0,96.0,26.0
0.62,5,17,3466.0,1390.0,103.0,19.0
0.62,5,18,4264.0,1596.0,111.0,20.0
0.62,5,19,5186.0,1844.0,112.0,9.0
0.62,5,20,6239.0,2106.0,113.0,4.0
0.62,5,21,7434.0,2390.0,116.0,6.0
0.62,5,22,8779.0,2690.0,118.0,4.0
0.62,5,23,10261.0,2964.0,120.0,5.0
0.62,5,24,11951.0,3380.0,123.0,7.0
0.62,5,25,13774.0,3646.0,124.0,5.0
0.62,5,26,15784.0,4020.0,126.0,5.0
0.62,5,27,18006.0,4444.0,129.0,8.0
0.62,5,28,20455.0,4898.0,130.0,4.0
0.62,5,29,23086.0,5262.0,130.0,2.0
0.62,5,30,25973.0,5774.0,131.0,2.0
0.62,5,31,29111.0,6276.0,131.0,2.0
0.62,5,32,32448.0,6674.0,131.0,0.0
0.62,5,33,36041.0,7186.0,131.0,0.0
0.62,5,34,39901.0,7720.0,131.0,0.0
0.62,5,35,44038.0,8274.0,131.0,0.0
0.62,5,36,48465.0,8854.0,131.0,0.0
0.62,5,37,53207.0,9484.0,131.0,0.0
0.62,5,38,58211.0,10008.0,131.0,0.0
0.62,5,39,63496.0,10570.0,131.0,0.0
0.62,5,40,69148.0,11304.0,131.0,0.0
0.62,5,41,75123.0,11950.0,131.0,0.0
0.62,5,42,81442.0,12638.0,131.0,0.0
0.62,5,43,88101.0,13318.0,131.0,0.0
0.62,5,44,95087.0,13972.0,131.0,0.0
0.62,5,45,102456.0,14738.0,131.0,0.0
0.62,5,46,110192.0,15472.0,131.0,0.0
0.62,5,47,118241.0,16098.0,131.0,0.0
0.62,5,48,126753.0,17024.0,131.0,0.0
0.62,5,49,135675.0,17844.0,131.0,0.0
0.9,8,1,2.0,2.0,2.0,2.0
0.9,8,2,4.0,4.0,4.0,4.0
0.9,8,3,8.0,8.0,8.0,8.0
0.9,8,4,16.0,16.0,16.0,16.0
0.9,8,5,32.0,32.0,31.0,31.0
0.9,8,6,61.0,58.0,57.0,54.0
0.9,8,7,110.0,98.0,101.0,90.0
0.9,8,8,187.0,154.0,161.0,130.0
0.9,8,9,301.0,228.0,250.0,188.0
